record_id,record_description,st_template_version,st_panel_code,tumor,dose,schedule,st_passage,transplant_date,treatment_date,treatment_end_date,technician,study_end_date,group,dataset,dataset_date,day,mouse,diameter_x,diameter_y,unexpect_event,event_comment,reason,status,weight,cage_a_wt,cage_b_wt,solid_tumor_data_complete,record_complete,redcap_event_name
1816-OS1-1-A21-A5,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,5ml/kg,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,A,Time point 4,1/11/2021,21,A5,8.12,7.96,,,,,17,89,88,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-A21-B1,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,5ml/kg,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,A,Time point 4,1/11/2021,21,B1,7.59,6.83,,,,,17,89,88,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-A21-B2,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,5ml/kg,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,A,Time point 4,1/11/2021,21,B2,9.22,8.25,,,,,18,89,88,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-A21-B3,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,5ml/kg,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,A,Time point 4,1/11/2021,21,B3,9.47,9.06,,,,,17,89,88,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-A21-B4,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,5ml/kg,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,A,Time point 4,1/11/2021,21,B4,7.94,7.05,,,,,18,89,88,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-A21-B5,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,5ml/kg,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,A,Time point 4,1/11/2021,21,B5,6.95,6.32,,,,,18,89,88,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-A29-A1,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,5ml/kg,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,A,Time point 5,1/19/2021,29,A1,9.21,8.16,,,,,19,36,88,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-A29-A5,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,5ml/kg,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,A,Time point 5,1/19/2021,29,A5,8.92,8.17,,,,,17,36,88,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-A29-B1,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,5ml/kg,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,A,Time point 5,1/19/2021,29,B1,8.47,7.65,,,,,17,36,88,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-A29-B2,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,5ml/kg,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,A,Time point 5,1/19/2021,29,B2,10.27,9.12,,,,,18,36,88,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-A29-B3,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,5ml/kg,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,A,Time point 5,1/19/2021,29,B3,10.41,9.81,,,,,17,36,88,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-A29-B4,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,5ml/kg,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,A,Time point 5,1/19/2021,29,B4,8.91,7.49,,,,,18,36,88,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-A29-B5,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,5ml/kg,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,A,Time point 5,1/19/2021,29,B5,7.32,7.05,,,,,18,36,88,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-A35-A1,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,5ml/kg,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,A,Time point 6,1/25/2021,35,A1,10.07,8.96,,,,,19,19,53,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-A35-B1,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,5ml/kg,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,A,Time point 6,1/25/2021,35,B1,9.83,8.89,,,,,17,19,53,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-A35-B4,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,5ml/kg,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,A,Time point 6,1/25/2021,35,B4,9.85,8.97,,,,,18,19,53,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-A35-B5,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,5ml/kg,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,A,Time point 6,1/25/2021,35,B5,8.62,8.35,,,,,18,19,53,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-B0-A1,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,MCG018 6mg/kg  IP,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,B,Time point 1,12/21/2020,0,A1,6.11,5.17,,,,,17,86,89,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-B0-A2,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,MCG018 6mg/kg  IP,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,B,Time point 1,12/21/2020,0,A2,5.59,5.38,,,,,17,86,89,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-B0-A3,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,MCG018 6mg/kg  IP,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,B,Time point 1,12/21/2020,0,A3,6.81,6.59,,,,,17,86,89,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-B0-A4,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,MCG018 6mg/kg  IP,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,B,Time point 1,12/21/2020,0,A4,5.82,5.63,,,,,18,86,89,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-B0-A5,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,MCG018 6mg/kg  IP,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,B,Time point 1,12/21/2020,0,A5,6.33,5.79,,,,,17,86,89,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-B0-B1,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,MCG018 6mg/kg  IP,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,B,Time point 1,12/21/2020,0,B1,5.39,5.11,,,,,18,86,89,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-B0-B2,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,MCG018 6mg/kg  IP,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,B,Time point 1,12/21/2020,0,B2,5.88,5.69,1 - Death/euthanasia possibly treatment related,this mouse has been sac'ed on 2/22/2021 due to sick.,,,18,86,89,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-B0-B3,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,MCG018 6mg/kg  IP,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,B,Time point 1,12/21/2020,0,B3,6.15,5.68,,,,,17,86,89,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-B0-B4,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,MCG018 6mg/kg  IP,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,B,Time point 1,12/21/2020,0,B4,6.88,5.24,,,,,19,86,89,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-B0-B5,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,MCG018 6mg/kg  IP,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,B,Time point 1,12/21/2020,0,B5,5.77,5.12,,,,,17,86,89,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-B7-A1,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,MCG018 6mg/kg  IP,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,B,Time point 2,12/28/2020,7,A1,7.89,6.03,,,,,18,86,86,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-B7-A2,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,MCG018 6mg/kg  IP,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,B,Time point 2,12/28/2020,7,A2,6.82,6.08,,,,,17,86,86,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-B7-A3,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,MCG018 6mg/kg  IP,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,B,Time point 2,12/28/2020,7,A3,8.43,8.11,,,,,17,86,86,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-B7-A4,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,MCG018 6mg/kg  IP,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,B,Time point 2,12/28/2020,7,A4,6.28,6.01,,,,,17,86,86,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-B7-A5,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,MCG018 6mg/kg  IP,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,B,Time point 2,12/28/2020,7,A5,7.73,6.18,,,,,17,86,86,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-B7-B1,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,MCG018 6mg/kg  IP,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,B,Time point 2,12/28/2020,7,B1,5.91,5.72,,,,,17,86,86,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-B7-B2,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,MCG018 6mg/kg  IP,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,B,Time point 2,12/28/2020,7,B2,6.09,5.59,1 - Death/euthanasia possibly treatment related,this mouse has been sac'ed on 2/22/2021 due to sick.,,,17,86,86,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-B7-B3,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,MCG018 6mg/kg  IP,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,B,Time point 2,12/28/2020,7,B3,6.89,5.91,,,,,17,86,86,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-B7-B4,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,MCG018 6mg/kg  IP,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,B,Time point 2,12/28/2020,7,B4,7.84,6.08,,,,,18,86,86,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-B7-B5,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,MCG018 6mg/kg  IP,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,B,Time point 2,12/28/2020,7,B5,6.09,5.49,,,,,17,86,86,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-B14-A1,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,MCG018 6mg/kg  IP,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,B,Time point 3,1/4/2021,14,A1,8.79,6.68,,,,,19,89,89,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-B14-A2,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,MCG018 6mg/kg  IP,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,B,Time point 3,1/4/2021,14,A2,7.11,5.81,,,,,18,89,89,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-B14-A3,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,MCG018 6mg/kg  IP,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,B,Time point 3,1/4/2021,14,A3,9.51,9.08,,,,,17,89,89,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-B14-A4,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,MCG018 6mg/kg  IP,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,B,Time point 3,1/4/2021,14,A4,6.81,6.25,,,,,18,89,89,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-B14-A5,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,MCG018 6mg/kg  IP,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,B,Time point 3,1/4/2021,14,A5,8.04,6.53,,,,,17,89,89,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-B14-B1,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,MCG018 6mg/kg  IP,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,B,Time point 3,1/4/2021,14,B1,6.02,5.78,,,,,18,89,89,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-B14-B2,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,MCG018 6mg/kg  IP,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,B,Time point 3,1/4/2021,14,B2,6.17,5.57,1 - Death/euthanasia possibly treatment related,this mouse has been sac'ed on 2/22/2021 due to sick.,,,18,89,89,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-B14-B3,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,MCG018 6mg/kg  IP,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,B,Time point 3,1/4/2021,14,B3,7.41,6.54,,,,,17,89,89,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-B14-B4,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,MCG018 6mg/kg  IP,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,B,Time point 3,1/4/2021,14,B4,7.72,5.83,,,,,19,89,89,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-B14-B5,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,MCG018 6mg/kg  IP,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,B,Time point 3,1/4/2021,14,B5,5.81,5.74,,,,,17,89,89,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-B21-A1,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,MCG018 6mg/kg  IP,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,B,Time point 4,1/11/2021,21,A1,9.83,7.07,,,,,18,88,89,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-B21-A2,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,MCG018 6mg/kg  IP,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,B,Time point 4,1/11/2021,21,A2,7.55,6.53,,,,,18,88,89,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-B21-A3,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,MCG018 6mg/kg  IP,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,B,Time point 4,1/11/2021,21,A3,9.85,9.55,,,,,17,88,89,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-B21-A4,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,MCG018 6mg/kg  IP,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,B,Time point 4,1/11/2021,21,A4,7.28,7.15,,,,,18,88,89,2,2,sarcoma_and_renal_arm_6
1816-OS1-1-B21-A5,Data - Solid Tumor ,Version 1.4,1816-OS1-1,OS1,MCG018 6mg/kg  IP,Day 0 x1,23,11/18/2020,12/21/2020,12/21/2020,zhang,3/1/2021,B,Time point 4,1/11/2021,21,A5,8.57,7.21,,,,,17,88,89,2,2,sarcoma_and_renal_arm_6
