record_id,record_description,panel_code,testing,all_dose,all_schedule,date_of_innoculation,date_of_first_treatment,date_of_treatment_completion,date_of_randomization,description,day_0,arm,arm_testing, all_mouse,date_of_bleed,cd45,code,footnote,death_date,n,summary_thydym,summary_toxic,summary_evaluable,all_data_complete,redcap_event_name
1806-ALL-57-1-t-183-16-4,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Treatment (B)","1806"," 16-4","7/2/2019","3.6","0","","","7","0","0","7","2",all_arm_7
1806-ALL-57-1-t-190-16-4,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Treatment (B)","1806"," 16-4","7/9/2019","5.7","0","","","7","0","0","7","2",all_arm_7
1806-ALL-57-1-t-197-16-4,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Treatment (B)","1806"," 16-4","7/16/2019","3.8","0","","","7","0","0","7","2",all_arm_7
1806-ALL-57-1-t-204-16-4,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Treatment (B)","1806"," 16-4","7/23/2019","33.2","0","","","7","0","0","7","2",all_arm_7
1806-ALL-57-1-t-183-16-5,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Treatment (B)","1806"," 16-5","7/2/2019","2","0","","","7","0","0","7","2",all_arm_7
1806-ALL-57-1-t-190-16-5,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Treatment (B)","1806"," 16-5","7/9/2019","2.5","0","","","7","0","0","7","2",all_arm_7
1806-ALL-57-1-t-197-16-5,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Treatment (B)","1806"," 16-5","7/16/2019","2.4","0","","","7","0","0","7","2",all_arm_7
1806-ALL-57-1-t-204-16-5,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Treatment (B)","1806"," 16-5","7/23/2019","27.8","0","","","7","0","0","7","2",all_arm_7
1806-ALL-57-1-t-183-16-6,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Treatment (B)","1806"," 16-6","7/2/2019","1.6","0","","","7","0","0","7","2",all_arm_7
1806-ALL-57-1-t-190-16-6,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Treatment (B)","1806"," 16-6","7/9/2019","1.3","0","","","7","0","0","7","2",all_arm_7
1806-ALL-57-1-t-197-16-6,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Treatment (B)","1806"," 16-6","7/16/2019","1.7","0","","","7","0","0","7","2",all_arm_7
1806-ALL-57-1-t-204-16-6,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Treatment (B)","1806"," 16-6","7/23/2019","34","0","","","7","0","0","7","2",all_arm_7
1806-ALL-57-1-t-183-19-3,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Treatment (B)","1806"," 19-3","7/2/2019","2.7","0","","","7","0","0","7","2",all_arm_7
1806-ALL-57-1-t-190-19-3,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Treatment (B)","1806"," 19-3","7/9/2019","2.2","0","","","7","0","0","7","2",all_arm_7
1806-ALL-57-1-t-197-19-3,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Treatment (B)","1806"," 19-3","7/16/2019","3.8","0","","","7","0","0","7","2",all_arm_7
1806-ALL-57-1-t-204-19-3,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Treatment (B)","1806"," 19-3","7/23/2019","57.5","0","","","7","0","0","7","2",all_arm_7
1806-ALL-57-1-t-183-19-4,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Treatment (B)","1806"," 19-4","7/2/2019","5.8","0","","","7","0","0","7","2",all_arm_7
1806-ALL-57-1-t-190-19-4,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Treatment (B)","1806"," 19-4","7/9/2019","3.6","0","","","7","0","0","7","2",all_arm_7
1806-ALL-57-1-t-197-19-4,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Treatment (B)","1806"," 19-4","7/16/2019","10","0","","","7","0","0","7","2",all_arm_7
1806-ALL-57-1-t-204-19-4,"Data - ALL","1806-ALL-57-1","1806","5 mg/kg","once a week x 3","6/4/2019","7/2/2019","7/16/2019","6/20/2019","ALL-57","183","Treatment (B)","1806"," 19-4","7/23/2019","50.3","0","","","7","0","0","7","2",all_arm_7
