record_id,record_description,panel_code,testing,all_dose,all_schedule,date_of_innoculation,date_of_first_treatment,date_of_treatment_completion,date_of_randomization,description,day_0,arm,arm_testing, all_mouse,date_of_bleed,cd45,code,footnote,death_date,n,summary_thydym,summary_toxic,summary_evaluable,all_data_complete,redcap_event_name
1806-ALL-7-1-t-197-13-2,"Data - ALL","1806-ALL-7-1","1806","5 mg/kg","once a week x 3","6/12/2019","7/2/2019","7/16/2019","6/20/2019","ALL-7","183","Treatment (B)","1806"," 13-2","7/16/2019","39.9","0","","","7","0","0","7","2",all_arm_7
1806-ALL-7-1-t-183-13-3,"Data - ALL","1806-ALL-7-1","1806","5 mg/kg","once a week x 3","6/12/2019","7/2/2019","7/16/2019","6/20/2019","ALL-7","183","Treatment (B)","1806"," 13-3","7/2/2019","4.7","0","","","7","0","0","7","2",all_arm_7
1806-ALL-7-1-t-190-13-3,"Data - ALL","1806-ALL-7-1","1806","5 mg/kg","once a week x 3","6/12/2019","7/2/2019","7/16/2019","6/20/2019","ALL-7","183","Treatment (B)","1806"," 13-3","7/9/2019","27.9","0","","","7","0","0","7","2",all_arm_7
1806-ALL-7-1-t-183-13-4,"Data - ALL","1806-ALL-7-1","1806","5 mg/kg","once a week x 3","6/12/2019","7/2/2019","7/16/2019","6/20/2019","ALL-7","183","Treatment (B)","1806"," 13-4","7/2/2019","8.3","0","","","7","0","0","7","2",all_arm_7
1806-ALL-7-1-t-190-13-4,"Data - ALL","1806-ALL-7-1","1806","5 mg/kg","once a week x 3","6/12/2019","7/2/2019","7/16/2019","6/20/2019","ALL-7","183","Treatment (B)","1806"," 13-4","7/9/2019","23.8","0","","","7","0","0","7","2",all_arm_7
1806-ALL-7-1-t-197-13-4,"Data - ALL","1806-ALL-7-1","1806","5 mg/kg","once a week x 3","6/12/2019","7/2/2019","7/16/2019","6/20/2019","ALL-7","183","Treatment (B)","1806"," 13-4","7/16/2019","66","0","","","7","0","0","7","2",all_arm_7
1806-ALL-7-1-t-183-13-5,"Data - ALL","1806-ALL-7-1","1806","5 mg/kg","once a week x 3","6/12/2019","7/2/2019","7/16/2019","6/20/2019","ALL-7","183","Treatment (B)","1806"," 13-5","7/2/2019","6.9","0","","","7","0","0","7","2",all_arm_7
1806-ALL-7-1-t-190-13-5,"Data - ALL","1806-ALL-7-1","1806","5 mg/kg","once a week x 3","6/12/2019","7/2/2019","7/16/2019","6/20/2019","ALL-7","183","Treatment (B)","1806"," 13-5","7/9/2019","22.3","0","","","7","0","0","7","2",all_arm_7
1806-ALL-7-1-t-197-13-5,"Data - ALL","1806-ALL-7-1","1806","5 mg/kg","once a week x 3","6/12/2019","7/2/2019","7/16/2019","6/20/2019","ALL-7","183","Treatment (B)","1806"," 13-5","7/16/2019","39.9","0","","","7","0","0","7","2",all_arm_7
1806-ALL-7-1-t-183-13-6,"Data - ALL","1806-ALL-7-1","1806","5 mg/kg","once a week x 3","6/12/2019","7/2/2019","7/16/2019","6/20/2019","ALL-7","183","Treatment (B)","1806"," 13-6","7/2/2019","3.3","0","","","7","0","0","7","2",all_arm_7
1806-ALL-7-1-t-190-13-6,"Data - ALL","1806-ALL-7-1","1806","5 mg/kg","once a week x 3","6/12/2019","7/2/2019","7/16/2019","6/20/2019","ALL-7","183","Treatment (B)","1806"," 13-6","7/9/2019","24.7","0","","","7","0","0","7","2",all_arm_7
1806-ALL-7-1-t-197-13-6,"Data - ALL","1806-ALL-7-1","1806","5 mg/kg","once a week x 3","6/12/2019","7/2/2019","7/16/2019","6/20/2019","ALL-7","183","Treatment (B)","1806"," 13-6","7/16/2019","61.3","0","","","7","0","0","7","2",all_arm_7
1806-ALL-7-1-t-183-15-1,"Data - ALL","1806-ALL-7-1","1806","5 mg/kg","once a week x 3","6/12/2019","7/2/2019","7/16/2019","6/20/2019","ALL-7","183","Treatment (B)","1806"," 15-1","7/2/2019","4","0","","","7","0","0","7","2",all_arm_7
1806-ALL-7-1-t-190-15-1,"Data - ALL","1806-ALL-7-1","1806","5 mg/kg","once a week x 3","6/12/2019","7/2/2019","7/16/2019","6/20/2019","ALL-7","183","Treatment (B)","1806"," 15-1","7/9/2019","18.4","0","","","7","0","0","7","2",all_arm_7
1806-ALL-7-1-t-197-15-1,"Data - ALL","1806-ALL-7-1","1806","5 mg/kg","once a week x 3","6/12/2019","7/2/2019","7/16/2019","6/20/2019","ALL-7","183","Treatment (B)","1806"," 15-1","7/16/2019","55.8","0","","","7","0","0","7","2",all_arm_7
1806-ALL-7-1-t-183-15-2,"Data - ALL","1806-ALL-7-1","1806","5 mg/kg","once a week x 3","6/12/2019","7/2/2019","7/16/2019","6/20/2019","ALL-7","183","Treatment (B)","1806"," 15-2","7/2/2019","3.8","0","","","7","0","0","7","2",all_arm_7
1806-ALL-7-1-t-190-15-2,"Data - ALL","1806-ALL-7-1","1806","5 mg/kg","once a week x 3","6/12/2019","7/2/2019","7/16/2019","6/20/2019","ALL-7","183","Treatment (B)","1806"," 15-2","7/9/2019","26.7","0","","","7","0","0","7","2",all_arm_7
