record_id,record_description,panel_code,testing,all_dose,all_schedule,date_of_innoculation,date_of_first_treatment,date_of_treatment_completion,date_of_randomization,description,day_0,arm,arm_testing, all_mouse,date_of_weight,all_weight,code,footnote,n,summary_thydym,summary_toxic,summary_evaluable,all_data_complete,redcap_event_name
1806-ALL-82-1-c-193-6-4-weight,"Data - ALL","1806-ALL-82-1","1806","5 mg/kg","once a week x 3","5/28/2019","7/2/2019","7/16/2019","6/20/2019","ALL-82","183","Control (A)","Vehicle"," 6-4","7/12/2019","24.8","","","","","","","2",all_arm_7
1806-ALL-82-1-c-200-6-4-weight,"Data - ALL","1806-ALL-82-1","1806","5 mg/kg","once a week x 3","5/28/2019","7/2/2019","7/16/2019","6/20/2019","ALL-82","183","Control (A)","Vehicle"," 6-4","7/19/2019","26.2","","","","","","","2",all_arm_7
1806-ALL-82-1-c-179-6-5-weight,"Data - ALL","1806-ALL-82-1","1806","5 mg/kg","once a week x 3","5/28/2019","7/2/2019","7/16/2019","6/20/2019","ALL-82","183","Control (A)","Vehicle"," 6-5","6/28/2019","22.1","","","","","","","2",all_arm_7
1806-ALL-82-1-c-186-6-5-weight,"Data - ALL","1806-ALL-82-1","1806","5 mg/kg","once a week x 3","5/28/2019","7/2/2019","7/16/2019","6/20/2019","ALL-82","183","Control (A)","Vehicle"," 6-5","7/5/2019","23.6","","","","","","","2",all_arm_7
1806-ALL-82-1-c-193-6-5-weight,"Data - ALL","1806-ALL-82-1","1806","5 mg/kg","once a week x 3","5/28/2019","7/2/2019","7/16/2019","6/20/2019","ALL-82","183","Control (A)","Vehicle"," 6-5","7/12/2019","24.4","","","","","","","2",all_arm_7
1806-ALL-82-1-c-200-6-5-weight,"Data - ALL","1806-ALL-82-1","1806","5 mg/kg","once a week x 3","5/28/2019","7/2/2019","7/16/2019","6/20/2019","ALL-82","183","Control (A)","Vehicle"," 6-5","7/19/2019","26.2","","","","","","","2",all_arm_7
1806-ALL-82-1-c-179-6-6-weight,"Data - ALL","1806-ALL-82-1","1806","5 mg/kg","once a week x 3","5/28/2019","7/2/2019","7/16/2019","6/20/2019","ALL-82","183","Control (A)","Vehicle"," 6-6","6/28/2019","24.3","","","","","","","2",all_arm_7
1806-ALL-82-1-c-186-6-6-weight,"Data - ALL","1806-ALL-82-1","1806","5 mg/kg","once a week x 3","5/28/2019","7/2/2019","7/16/2019","6/20/2019","ALL-82","183","Control (A)","Vehicle"," 6-6","7/5/2019","25.3","","","","","","","2",all_arm_7
1806-ALL-82-1-c-193-6-6-weight,"Data - ALL","1806-ALL-82-1","1806","5 mg/kg","once a week x 3","5/28/2019","7/2/2019","7/16/2019","6/20/2019","ALL-82","183","Control (A)","Vehicle"," 6-6","7/12/2019","25.2","","","","","","","2",all_arm_7
1806-ALL-82-1-c-200-6-6-weight,"Data - ALL","1806-ALL-82-1","1806","5 mg/kg","once a week x 3","5/28/2019","7/2/2019","7/16/2019","6/20/2019","ALL-82","183","Control (A)","Vehicle"," 6-6","7/19/2019","25.3","","","","","","","2",all_arm_7
1806-ALL-82-1-c-179-8-3-weight,"Data - ALL","1806-ALL-82-1","1806","5 mg/kg","once a week x 3","5/28/2019","7/2/2019","7/16/2019","6/20/2019","ALL-82","183","Control (A)","Vehicle"," 8-3","6/28/2019","22.7","","","","","","","2",all_arm_7
1806-ALL-82-1-c-186-8-3-weight,"Data - ALL","1806-ALL-82-1","1806","5 mg/kg","once a week x 3","5/28/2019","7/2/2019","7/16/2019","6/20/2019","ALL-82","183","Control (A)","Vehicle"," 8-3","7/5/2019","23.3","","","","","","","2",all_arm_7
1806-ALL-82-1-c-193-8-3-weight,"Data - ALL","1806-ALL-82-1","1806","5 mg/kg","once a week x 3","5/28/2019","7/2/2019","7/16/2019","6/20/2019","ALL-82","183","Control (A)","Vehicle"," 8-3","7/12/2019","24","","","","","","","2",all_arm_7
1806-ALL-82-1-c-200-8-3-weight,"Data - ALL","1806-ALL-82-1","1806","5 mg/kg","once a week x 3","5/28/2019","7/2/2019","7/16/2019","6/20/2019","ALL-82","183","Control (A)","Vehicle"," 8-3","7/19/2019","23.6","","","","","","","2",all_arm_7
1806-ALL-82-1-c-179-8-4-weight,"Data - ALL","1806-ALL-82-1","1806","5 mg/kg","once a week x 3","5/28/2019","7/2/2019","7/16/2019","6/20/2019","ALL-82","183","Control (A)","Vehicle"," 8-4","6/28/2019","22.5","","","","","","","2",all_arm_7
1806-ALL-82-1-c-186-8-4-weight,"Data - ALL","1806-ALL-82-1","1806","5 mg/kg","once a week x 3","5/28/2019","7/2/2019","7/16/2019","6/20/2019","ALL-82","183","Control (A)","Vehicle"," 8-4","7/5/2019","22.7","","","","","","","2",all_arm_7
1806-ALL-82-1-c-193-8-4-weight,"Data - ALL","1806-ALL-82-1","1806","5 mg/kg","once a week x 3","5/28/2019","7/2/2019","7/16/2019","6/20/2019","ALL-82","183","Control (A)","Vehicle"," 8-4","7/12/2019","23.4","","","","","","","2",all_arm_7
1806-ALL-82-1-c-200-8-4-weight,"Data - ALL","1806-ALL-82-1","1806","5 mg/kg","once a week x 3","5/28/2019","7/2/2019","7/16/2019","6/20/2019","ALL-82","183","Control (A)","Vehicle"," 8-4","7/19/2019","23.9","","","","","","","2",all_arm_7
1806-ALL-82-1-t-179-17-2-weight,"Data - ALL","1806-ALL-82-1","1806","5 mg/kg","once a week x 3","5/28/2019","7/2/2019","7/16/2019","6/20/2019","ALL-82","183","Treatment (B)","1806"," 17-2","6/28/2019","20.5","","","","","","","2",all_arm_7
1806-ALL-82-1-t-186-17-2-weight,"Data - ALL","1806-ALL-82-1","1806","5 mg/kg","once a week x 3","5/28/2019","7/2/2019","7/16/2019","6/20/2019","ALL-82","183","Treatment (B)","1806"," 17-2","7/5/2019","21.6","","","","","","","2",all_arm_7
1806-ALL-82-1-t-193-17-2-weight,"Data - ALL","1806-ALL-82-1","1806","5 mg/kg","once a week x 3","5/28/2019","7/2/2019","7/16/2019","6/20/2019","ALL-82","183","Treatment (B)","1806"," 17-2","7/12/2019","21.3","","","","","","","2",all_arm_7
1806-ALL-82-1-t-200-17-2-weight,"Data - ALL","1806-ALL-82-1","1806","5 mg/kg","once a week x 3","5/28/2019","7/2/2019","7/16/2019","6/20/2019","ALL-82","183","Treatment (B)","1806"," 17-2","7/19/2019","22.1","","","","","","","2",all_arm_7
1806-ALL-82-1-t-179-17-3-weight,"Data - ALL","1806-ALL-82-1","1806","5 mg/kg","once a week x 3","5/28/2019","7/2/2019","7/16/2019","6/20/2019","ALL-82","183","Treatment (B)","1806"," 17-3","6/28/2019","23.7","","","","","","","2",all_arm_7
1806-ALL-82-1-t-186-17-3-weight,"Data - ALL","1806-ALL-82-1","1806","5 mg/kg","once a week x 3","5/28/2019","7/2/2019","7/16/2019","6/20/2019","ALL-82","183","Treatment (B)","1806"," 17-3","7/5/2019","23.8","","","","","","","2",all_arm_7
1806-ALL-82-1-t-193-17-3-weight,"Data - ALL","1806-ALL-82-1","1806","5 mg/kg","once a week x 3","5/28/2019","7/2/2019","7/16/2019","6/20/2019","ALL-82","183","Treatment (B)","1806"," 17-3","7/12/2019","23.8","","","","","","","2",all_arm_7
1806-ALL-82-1-t-200-17-3-weight,"Data - ALL","1806-ALL-82-1","1806","5 mg/kg","once a week x 3","5/28/2019","7/2/2019","7/16/2019","6/20/2019","ALL-82","183","Treatment (B)","1806"," 17-3","7/19/2019","25.3","","","","","","","2",all_arm_7
1806-ALL-82-1-t-179-17-4-weight,"Data - ALL","1806-ALL-82-1","1806","5 mg/kg","once a week x 3","5/28/2019","7/2/2019","7/16/2019","6/20/2019","ALL-82","183","Treatment (B)","1806"," 17-4","6/28/2019","24.5","","","","","","","2",all_arm_7
1806-ALL-82-1-t-186-17-4-weight,"Data - ALL","1806-ALL-82-1","1806","5 mg/kg","once a week x 3","5/28/2019","7/2/2019","7/16/2019","6/20/2019","ALL-82","183","Treatment (B)","1806"," 17-4","7/5/2019","24.9","","","","","","","2",all_arm_7
1806-ALL-82-1-t-193-17-4-weight,"Data - ALL","1806-ALL-82-1","1806","5 mg/kg","once a week x 3","5/28/2019","7/2/2019","7/16/2019","6/20/2019","ALL-82","183","Treatment (B)","1806"," 17-4","7/12/2019","23.7","","","","","","","2",all_arm_7
1806-ALL-82-1-t-200-17-4-weight,"Data - ALL","1806-ALL-82-1","1806","5 mg/kg","once a week x 3","5/28/2019","7/2/2019","7/16/2019","6/20/2019","ALL-82","183","Treatment (B)","1806"," 17-4","7/19/2019","24.4","","","","","","","2",all_arm_7
1806-ALL-82-1-t-179-17-5-weight,"Data - ALL","1806-ALL-82-1","1806","5 mg/kg","once a week x 3","5/28/2019","7/2/2019","7/16/2019","6/20/2019","ALL-82","183","Treatment (B)","1806"," 17-5","6/28/2019","22.6","","","","","","","2",all_arm_7
1806-ALL-82-1-t-186-17-5-weight,"Data - ALL","1806-ALL-82-1","1806","5 mg/kg","once a week x 3","5/28/2019","7/2/2019","7/16/2019","6/20/2019","ALL-82","183","Treatment (B)","1806"," 17-5","7/5/2019","22.1","","","","","","","2",all_arm_7
1806-ALL-82-1-t-193-17-5-weight,"Data - ALL","1806-ALL-82-1","1806","5 mg/kg","once a week x 3","5/28/2019","7/2/2019","7/16/2019","6/20/2019","ALL-82","183","Treatment (B)","1806"," 17-5","7/12/2019","22.4","","","","","","","2",all_arm_7
1806-ALL-82-1-t-200-17-5-weight,"Data - ALL","1806-ALL-82-1","1806","5 mg/kg","once a week x 3","5/28/2019","7/2/2019","7/16/2019","6/20/2019","ALL-82","183","Treatment (B)","1806"," 17-5","7/19/2019","23","","","","","","","2",all_arm_7
1806-ALL-82-1-t-179-17-6-weight,"Data - ALL","1806-ALL-82-1","1806","5 mg/kg","once a week x 3","5/28/2019","7/2/2019","7/16/2019","6/20/2019","ALL-82","183","Treatment (B)","1806"," 17-6","6/28/2019","22.3","","","","","","","2",all_arm_7
1806-ALL-82-1-t-186-17-6-weight,"Data - ALL","1806-ALL-82-1","1806","5 mg/kg","once a week x 3","5/28/2019","7/2/2019","7/16/2019","6/20/2019","ALL-82","183","Treatment (B)","1806"," 17-6","7/5/2019","22.6","","","","","","","2",all_arm_7
1806-ALL-82-1-t-193-17-6-weight,"Data - ALL","1806-ALL-82-1","1806","5 mg/kg","once a week x 3","5/28/2019","7/2/2019","7/16/2019","6/20/2019","ALL-82","183","Treatment (B)","1806"," 17-6","7/12/2019","23","","","","","","","2",all_arm_7
1806-ALL-82-1-t-200-17-6-weight,"Data - ALL","1806-ALL-82-1","1806","5 mg/kg","once a week x 3","5/28/2019","7/2/2019","7/16/2019","6/20/2019","ALL-82","183","Treatment (B)","1806"," 17-6","7/19/2019","23.6","","","","","","","2",all_arm_7
1806-ALL-82-1-t-179-19-5-weight,"Data - ALL","1806-ALL-82-1","1806","5 mg/kg","once a week x 3","5/28/2019","7/2/2019","7/16/2019","6/20/2019","ALL-82","183","Treatment (B)","1806"," 19-5","6/28/2019","23.1","","","","","","","2",all_arm_7
1806-ALL-82-1-t-186-19-5-weight,"Data - ALL","1806-ALL-82-1","1806","5 mg/kg","once a week x 3","5/28/2019","7/2/2019","7/16/2019","6/20/2019","ALL-82","183","Treatment (B)","1806"," 19-5","7/5/2019","24.4","","","","","","","2",all_arm_7
1806-ALL-82-1-t-193-19-5-weight,"Data - ALL","1806-ALL-82-1","1806","5 mg/kg","once a week x 3","5/28/2019","7/2/2019","7/16/2019","6/20/2019","ALL-82","183","Treatment (B)","1806"," 19-5","7/12/2019","24.4","","","","","","","2",all_arm_7
1806-ALL-82-1-t-179-19-6-weight,"Data - ALL","1806-ALL-82-1","1806","5 mg/kg","once a week x 3","5/28/2019","7/2/2019","7/16/2019","6/20/2019","ALL-82","183","Treatment (B)","1806"," 19-6","6/28/2019","20.4","","","","","","","2",all_arm_7
1806-ALL-82-1-t-186-19-6-weight,"Data - ALL","1806-ALL-82-1","1806","5 mg/kg","once a week x 3","5/28/2019","7/2/2019","7/16/2019","6/20/2019","ALL-82","183","Treatment (B)","1806"," 19-6","7/5/2019","21","","","","","","","2",all_arm_7
1806-ALL-82-1-t-193-19-6-weight,"Data - ALL","1806-ALL-82-1","1806","5 mg/kg","once a week x 3","5/28/2019","7/2/2019","7/16/2019","6/20/2019","ALL-82","183","Treatment (B)","1806"," 19-6","7/12/2019","22.2","","","","","","","2",all_arm_7
