record_id,record_description,panel_code,testing,all_dose,all_schedule,date_of_innoculation,date_of_first_treatment,date_of_treatment_completion,date_of_randomization,description,day_0,arm,arm_testing, all_mouse,date_of_bleed,cd45,code,footnote,death_date,n,summary_thydym,summary_toxic,summary_evaluable,all_data_complete,redcap_event_name
1806-ALL-83-1-c-240-7-5,"Data - ALL","1806-ALL-83-1","1806","5 mg/kg","once a week x 3","5/21/2019","8/21/2019","9/4/2019","6/20/2019","ALL-83","233","Control (A)","Vehicle"," 7-5","8/28/2019","8.7","3","FD - leukaemia related event","9/9/2019","7","0","0","7","2",all_arm_7
1806-ALL-83-1-c-247-7-5,"Data - ALL","1806-ALL-83-1","1806","5 mg/kg","once a week x 3","5/21/2019","8/21/2019","9/4/2019","6/20/2019","ALL-83","233","Control (A)","Vehicle"," 7-5","9/4/2019","19.9","3","FD - leukaemia related event","9/9/2019","7","0","0","7","2",all_arm_7
1806-ALL-83-1-c-233-8-1,"Data - ALL","1806-ALL-83-1","1806","5 mg/kg","once a week x 3","5/21/2019","8/21/2019","9/4/2019","6/20/2019","ALL-83","233","Control (A)","Vehicle"," 8-1","8/21/2019","3.3","3","FD - leukaemia related event","9/10/2019","7","0","0","7","2",all_arm_7
1806-ALL-83-1-c-240-8-1,"Data - ALL","1806-ALL-83-1","1806","5 mg/kg","once a week x 3","5/21/2019","8/21/2019","9/4/2019","6/20/2019","ALL-83","233","Control (A)","Vehicle"," 8-1","8/28/2019","9.3","3","FD - leukaemia related event","9/10/2019","7","0","0","7","2",all_arm_7
1806-ALL-83-1-c-247-8-1,"Data - ALL","1806-ALL-83-1","1806","5 mg/kg","once a week x 3","5/21/2019","8/21/2019","9/4/2019","6/20/2019","ALL-83","233","Control (A)","Vehicle"," 8-1","9/4/2019","20","3","FD - leukaemia related event","9/10/2019","7","0","0","7","2",all_arm_7
1806-ALL-83-1-c-233-8-2,"Data - ALL","1806-ALL-83-1","1806","5 mg/kg","once a week x 3","5/21/2019","8/21/2019","9/4/2019","6/20/2019","ALL-83","233","Control (A)","Vehicle"," 8-2","8/21/2019","1.1","3","moribund   - leukaemia related event","9/10/2019","7","0","0","7","2",all_arm_7
1806-ALL-83-1-c-240-8-2,"Data - ALL","1806-ALL-83-1","1806","5 mg/kg","once a week x 3","5/21/2019","8/21/2019","9/4/2019","6/20/2019","ALL-83","233","Control (A)","Vehicle"," 8-2","8/28/2019","2.4","3","moribund   - leukaemia related event","9/10/2019","7","0","0","7","2",all_arm_7
1806-ALL-83-1-c-247-8-2,"Data - ALL","1806-ALL-83-1","1806","5 mg/kg","once a week x 3","5/21/2019","8/21/2019","9/4/2019","6/20/2019","ALL-83","233","Control (A)","Vehicle"," 8-2","9/4/2019","6.4","3","moribund   - leukaemia related event","9/10/2019","7","0","0","7","2",all_arm_7
1806-ALL-83-1-c-254-8-2,"Data - ALL","1806-ALL-83-1","1806","5 mg/kg","once a week x 3","5/21/2019","8/21/2019","9/4/2019","6/20/2019","ALL-83","233","Control (A)","Vehicle"," 8-2","9/11/2019","23.4","3","moribund   - leukaemia related event","9/10/2019","7","0","0","7","2",all_arm_7
1806-ALL-83-1-t-233-18-1,"Data - ALL","1806-ALL-83-1","1806","5 mg/kg","once a week x 3","5/21/2019","8/21/2019","9/4/2019","6/20/2019","ALL-83","233","Treatment (B)","1806"," 18-1","8/21/2019","1.4","3","moribund - leukaemia related event","9/10/2019","7","0","0","7","2",all_arm_7
1806-ALL-83-1-t-240-18-1,"Data - ALL","1806-ALL-83-1","1806","5 mg/kg","once a week x 3","5/21/2019","8/21/2019","9/4/2019","6/20/2019","ALL-83","233","Treatment (B)","1806"," 18-1","8/28/2019","2.5","3","moribund - leukaemia related event","9/10/2019","7","0","0","7","2",all_arm_7
1806-ALL-83-1-t-247-18-1,"Data - ALL","1806-ALL-83-1","1806","5 mg/kg","once a week x 3","5/21/2019","8/21/2019","9/4/2019","6/20/2019","ALL-83","233","Treatment (B)","1806"," 18-1","9/4/2019","1.8","3","moribund - leukaemia related event","9/10/2019","7","0","0","7","2",all_arm_7
1806-ALL-83-1-t-233-18-2,"Data - ALL","1806-ALL-83-1","1806","5 mg/kg","once a week x 3","5/21/2019","8/21/2019","9/4/2019","6/20/2019","ALL-83","233","Treatment (B)","1806"," 18-2","8/21/2019","1.1","0","","","7","0","0","7","2",all_arm_7
1806-ALL-83-1-t-240-18-2,"Data - ALL","1806-ALL-83-1","1806","5 mg/kg","once a week x 3","5/21/2019","8/21/2019","9/4/2019","6/20/2019","ALL-83","233","Treatment (B)","1806"," 18-2","8/28/2019","4","0","","","7","0","0","7","2",all_arm_7
1806-ALL-83-1-t-247-18-2,"Data - ALL","1806-ALL-83-1","1806","5 mg/kg","once a week x 3","5/21/2019","8/21/2019","9/4/2019","6/20/2019","ALL-83","233","Treatment (B)","1806"," 18-2","9/4/2019","8.2","0","","","7","0","0","7","2",all_arm_7
1806-ALL-83-1-t-254-18-2,"Data - ALL","1806-ALL-83-1","1806","5 mg/kg","once a week x 3","5/21/2019","8/21/2019","9/4/2019","6/20/2019","ALL-83","233","Treatment (B)","1806"," 18-2","9/11/2019","33.3","0","","","7","0","0","7","2",all_arm_7
1806-ALL-83-1-t-233-18-3,"Data - ALL","1806-ALL-83-1","1806","5 mg/kg","once a week x 3","5/21/2019","8/21/2019","9/4/2019","6/20/2019","ALL-83","233","Treatment (B)","1806"," 18-3","8/21/2019","2.5","0","","","7","0","0","7","2",all_arm_7
1806-ALL-83-1-t-240-18-3,"Data - ALL","1806-ALL-83-1","1806","5 mg/kg","once a week x 3","5/21/2019","8/21/2019","9/4/2019","6/20/2019","ALL-83","233","Treatment (B)","1806"," 18-3","8/28/2019","7.2","0","","","7","0","0","7","2",all_arm_7
1806-ALL-83-1-t-247-18-3,"Data - ALL","1806-ALL-83-1","1806","5 mg/kg","once a week x 3","5/21/2019","8/21/2019","9/4/2019","6/20/2019","ALL-83","233","Treatment (B)","1806"," 18-3","9/4/2019","16","0","","","7","0","0","7","2",all_arm_7
1806-ALL-83-1-t-254-18-3,"Data - ALL","1806-ALL-83-1","1806","5 mg/kg","once a week x 3","5/21/2019","8/21/2019","9/4/2019","6/20/2019","ALL-83","233","Treatment (B)","1806"," 18-3","9/11/2019","36","0","","","7","0","0","7","2",all_arm_7
1806-ALL-83-1-t-233-18-4,"Data - ALL","1806-ALL-83-1","1806","5 mg/kg","once a week x 3","5/21/2019","8/21/2019","9/4/2019","6/20/2019","ALL-83","233","Treatment (B)","1806"," 18-4","8/21/2019","3.4","0","","","7","0","0","7","2",all_arm_7
1806-ALL-83-1-t-240-18-4,"Data - ALL","1806-ALL-83-1","1806","5 mg/kg","once a week x 3","5/21/2019","8/21/2019","9/4/2019","6/20/2019","ALL-83","233","Treatment (B)","1806"," 18-4","8/28/2019","3.1","0","","","7","0","0","7","2",all_arm_7
1806-ALL-83-1-t-247-18-4,"Data - ALL","1806-ALL-83-1","1806","5 mg/kg","once a week x 3","5/21/2019","8/21/2019","9/4/2019","6/20/2019","ALL-83","233","Treatment (B)","1806"," 18-4","9/4/2019","6.7","0","","","7","0","0","7","2",all_arm_7
1806-ALL-83-1-t-254-18-4,"Data - ALL","1806-ALL-83-1","1806","5 mg/kg","once a week x 3","5/21/2019","8/21/2019","9/4/2019","6/20/2019","ALL-83","233","Treatment (B)","1806"," 18-4","9/11/2019","25.1","0","","","7","0","0","7","2",all_arm_7
1806-ALL-83-1-t-233-18-5,"Data - ALL","1806-ALL-83-1","1806","5 mg/kg","once a week x 3","5/21/2019","8/21/2019","9/4/2019","6/20/2019","ALL-83","233","Treatment (B)","1806"," 18-5","8/21/2019","1.9","0","","","7","0","0","7","2",all_arm_7
1806-ALL-83-1-t-240-18-5,"Data - ALL","1806-ALL-83-1","1806","5 mg/kg","once a week x 3","5/21/2019","8/21/2019","9/4/2019","6/20/2019","ALL-83","233","Treatment (B)","1806"," 18-5","8/28/2019","6.4","0","","","7","0","0","7","2",all_arm_7
1806-ALL-83-1-t-247-18-5,"Data - ALL","1806-ALL-83-1","1806","5 mg/kg","once a week x 3","5/21/2019","8/21/2019","9/4/2019","6/20/2019","ALL-83","233","Treatment (B)","1806"," 18-5","9/4/2019","15.4","0","","","7","0","0","7","2",all_arm_7
1806-ALL-83-1-t-254-18-5,"Data - ALL","1806-ALL-83-1","1806","5 mg/kg","once a week x 3","5/21/2019","8/21/2019","9/4/2019","6/20/2019","ALL-83","233","Treatment (B)","1806"," 18-5","9/11/2019","29.1","0","","","7","0","0","7","2",all_arm_7
1806-ALL-83-1-t-233-19-1,"Data - ALL","1806-ALL-83-1","1806","5 mg/kg","once a week x 3","5/21/2019","8/21/2019","9/4/2019","6/20/2019","ALL-83","233","Treatment (B)","1806"," 19-1","8/21/2019","2.3","0","","","7","0","0","7","2",all_arm_7
1806-ALL-83-1-t-240-19-1,"Data - ALL","1806-ALL-83-1","1806","5 mg/kg","once a week x 3","5/21/2019","8/21/2019","9/4/2019","6/20/2019","ALL-83","233","Treatment (B)","1806"," 19-1","8/28/2019","6.5","0","","","7","0","0","7","2",all_arm_7
1806-ALL-83-1-t-247-19-1,"Data - ALL","1806-ALL-83-1","1806","5 mg/kg","once a week x 3","5/21/2019","8/21/2019","9/4/2019","6/20/2019","ALL-83","233","Treatment (B)","1806"," 19-1","9/4/2019","27.8","0","","","7","0","0","7","2",all_arm_7
1806-ALL-83-1-t-233-19-2,"Data - ALL","1806-ALL-83-1","1806","5 mg/kg","once a week x 3","5/21/2019","8/21/2019","9/4/2019","6/20/2019","ALL-83","233","Treatment (B)","1806"," 19-2","8/21/2019","1.5","0","","","7","0","0","7","2",all_arm_7
1806-ALL-83-1-t-240-19-2,"Data - ALL","1806-ALL-83-1","1806","5 mg/kg","once a week x 3","5/21/2019","8/21/2019","9/4/2019","6/20/2019","ALL-83","233","Treatment (B)","1806"," 19-2","8/28/2019","3.1","0","","","7","0","0","7","2",all_arm_7
1806-ALL-83-1-t-247-19-2,"Data - ALL","1806-ALL-83-1","1806","5 mg/kg","once a week x 3","5/21/2019","8/21/2019","9/4/2019","6/20/2019","ALL-83","233","Treatment (B)","1806"," 19-2","9/4/2019","5.5","0","","","7","0","0","7","2",all_arm_7
1806-ALL-83-1-t-254-19-2,"Data - ALL","1806-ALL-83-1","1806","5 mg/kg","once a week x 3","5/21/2019","8/21/2019","9/4/2019","6/20/2019","ALL-83","233","Treatment (B)","1806"," 19-2","9/11/2019","27.8","0","","","7","0","0","7","2",all_arm_7
